1,1,508
1,2,67
1,3,38
1,4,73
1,5,74
1,6,74
1,7,73
1,8,73
1,9,71
1,10,194
1,11,195
1,12,194
1,13,194
1,14,204
1,15,83
1,16,31
1,17,32
1,18,72
1,19,62
1,20,74
1,21,73
1,22,73
1,23,27
1,24,75
1,25,73
1,26,73
1,27,72
1,28,71
1,29,71
1,30,70
1,31,75
1,32,74
1,33,74
1,34,73
1,35,73
1,36,73
1,37,71
1,38,70
1,39,69
1,40,68
1,41,66
1,42,65
1,43,65
1,44,69
1,45,69
1,46,27
1,47,33
1,48,63
1,49,63
1,50,62
1,51,62
1,52,33
1,53,33
1,54,44
1,55,85
1,56,86
1,57,85
1,58,85
1,59,84
1,60,84
1,61,83
1,62,110
1,63,110
1,64,138
1,65,79
1,66,71
1,67,84
1,68,80
1,69,99
1,70,123
1,71,107
1,72,106
1,73,85
1,74,83
1,75,123
1,76,118
1,77,80
1,78,88
1,79,116
1,80,109
1,81,111
1,82,108
1,83,103
1,84,102
1,85,108
1,86,108
1,87,94
1,88,91
1,89,102
1,90,99
1,91,94
1,92,90
1,93,101
1,94,170
1,95,189
1,96,141
1,97,95
1,98,69
1,99,87
1,100,103
1,101,83
1,102,97
1,103,604
1,104,650
1,105,138
1,106,81
1,107,73
1,108,86
1,109,91
1,110,81
1,111,45
1,112,69
1,113,69
1,114,74
1,115,74
1,116,74
1,117,74
1,118,74
1,119,74
1,120,74
1,121,71
1,122,69
1,123,83
1,124,88
1,125,161
1,126,169
1,127,108
1,128,114
1,129,103
1,130,98
1,131,97
1,132,115
1,133,64
1,134,85
1,135,74
1,136,61
1,137,72
1,138,67
1,139,67
1,140,60
1,141,77
1,142,120
1,143,105
1,144,89
1,145,94
1,146,96
1,147,98
1,148,100
1,149,98
1,150,147
1,151,130
1,152,78
1,153,81
1,154,87
1,155,93
1,156,98
1,157,89
1,158,254
1,159,307
1,160,267
1,161,89
1,162,50
1,163,135
1,164,135
1,165,135
1,166,135
1,167,135
1,168,135
1,169,135
1,170,135
1,171,135
1,172,135
1,173,135
1,174,135
1,175,134
1,176,135
1,177,135
1,178,135
1,179,135
1,180,135
1,181,135
1,182,135
1,183,135
1,184,135
1,185,124
1,186,124
1,187,124
1,188,124
1,189,43
1,190,59
1,191,67
1,192,66
1,193,62
1,194,66
1,195,110
1,196,114
1,197,64
1,198,78
1,199,79
1,200,79
1,201,78
1,202,78
1,203,78
1,204,78
1,205,78
1,206,78
1,207,78
1,208,78
1,209,78
1,210,78
1,211,87
1,212,77
1,213,93
1,214,94
1,215,92
1,216,87
1,217,86
1,218,85
1,219,78
1,220,86
1,221,85
1,222,86
1,223,94
1,224,104
1,225,132
1,226,90
1,227,63
1,228,45
1,229,45
1,230,58
1,231,59
1,232,85
1,233,77
1,234,41
1,235,58
1,236,217
1,237,273
1,238,177
1,239,80
1,240,80
1,241,80
1,242,80
1,243,80
1,244,79
1,245,79
1,246,79
1,247,79
1,248,79
1,249,79
1,250,79
1,251,79
1,252,79
1,253,79
1,254,79
1,255,80
1,256,80
1,257,80
1,258,80
1,259,80
1,260,80
1,261,80
1,262,80
1,263,80
1,264,80
1,265,80
1,266,80
1,267,80
1,268,80
1,269,80
1,270,80
1,271,80
1,272,79
1,273,79
1,274,109
1,275,109
1,276,109
1,277,109
1,278,64
1,279,89
1,280,96
1,281,90
1,282,91
1,283,80
1,284,98
1,285,126
1,286,128
1,287,121
1,288,115
1,289,111
1,290,111
1,291,117
1,292,123
1,293,127
1,294,103
1,295,129
1,296,120
1,297,24
1,298,81
1,299,95
1,300,83
1,301,81
1,302,257
1,303,360
1,304,149
1,305,121
1,306,121
1,307,121
1,308,121
1,309,120
1,310,120
1,311,120
1,312,120
1,313,120
1,314,120
1,315,119
1,316,119
1,317,119
1,318,119
1,319,119
1,320,119
1,321,119
1,322,119
1,323,119
1,324,120
1,325,120
1,326,123
1,327,123
1,328,123
1,329,156
1,330,167
1,331,106
1,332,59
1,333,58
1,334,90
1,335,82
1,336,82
1,337,81
1,338,94
1,339,101
1,340,109
1,341,110
1,342,104
1,343,103
1,344,138
1,345,131
1,346,119
1,347,90
1,348,108
1,349,117
1,350,162
1,351,325
1,352,365
1,353,114
1,354,125
1,355,124
1,356,124
1,357,124
1,358,124
1,359,123
1,360,123
1,361,123
1,362,123
1,363,123
1,364,123
1,365,123
1,366,123
1,367,123
1,368,123
1,369,123
1,370,123
1,371,123
1,372,123
1,373,123
1,374,123
1,375,123
1,376,123
1,377,123
1,378,123
1,379,123
1,380,123
1,381,124
1,382,124
1,383,124
1,384,123
1,385,123
1,386,123
1,387,123
1,388,123
1,389,123
1,390,196
1,391,196
1,392,68
1,393,70
1,394,70
1,395,71
1,396,70
1,397,59
1,398,58
1,399,68
1,400,70
1,401,66
1,402,69
1,403,1076
1,404,851
1,405,61
1,406,61
1,407,77
1,408,212
1,409,212
1,410,212
1,411,212
1,412,211
1,413,211
1,414,211
1,415,210
1,416,210
1,417,210
1,418,210
1,419,210
1,420,210
1,421,210
1,422,210
1,423,210
1,424,210
1,425,210
1,426,210
1,427,210
1,428,210
1,429,210
1,430,210
1,431,210
1,432,210
1,433,210
1,434,210
1,435,210
1,436,210
1,437,210
1,438,210
1,439,210
1,440,210
1,441,210
1,442,210
1,443,210
1,444,210
1,445,210
1,446,210
1,447,211
1,448,211
1,449,219
1,450,219
1,451,219
1,452,130
1,453,362
1,454,307
1,455,344
1,456,149
1,457,153
1,458,154
1,459,154
1,460,154
1,461,154
1,462,154
1,463,154
1,464,154
1,465,154
1,466,154
1,467,154
1,468,154
1,469,153
1,470,153
1,471,153
1,472,153
1,473,153
1,474,153
1,475,153
1,476,153
1,477,153
1,478,153
1,479,152
1,480,169
1,481,60
1,482,71
1,483,152
1,484,152
1,485,152
1,486,152
1,487,152
1,488,145
1,489,45
1,490,73
1,491,114
1,492,135
1,493,103
1,494,262
1,495,346
1,496,306
1,497,50
1,498,136
1,499,136
1,500,136
1,501,136
1,502,136
1,503,136
1,504,136
1,505,136
1,506,136
1,507,136
1,508,136
1,509,136
1,510,136
1,511,136
1,512,136
1,513,137
1,514,137
1,515,137
1,516,137
1,517,137
1,518,137
1,519,149
1,520,92
1,521,99
1,522,98
1,523,76
1,524,79
1,525,93
1,526,100
1,527,101
1,528,145
1,529,147
1,530,46
1,531,66
1,532,73
1,533,64
1,534,83
1,535,269
1,536,286
1,537,149
1,538,187
1,539,187
1,540,187
1,541,187
1,542,187
1,543,187
1,544,187
1,545,187
1,546,187
1,547,187
1,548,187
1,549,187
1,550,187
1,551,187
1,552,187
1,553,187
1,554,187
1,555,188
1,556,188
1,557,188
1,558,188
1,559,188
1,560,188
1,561,188
1,562,188
1,563,188
1,564,188
1,565,188
1,566,187
1,567,187
1,568,187
1,569,187
1,570,187
1,571,187
1,572,187
1,573,146
1,574,146
1,575,146
1,576,65
1,577,89
1,578,116
1,579,172
1,580,169
1,581,169
1,582,169
1,583,65
1,584,91
1,585,91
1,586,91
1,587,91
1,588,91
1,589,155
1,590,155
1,591,155
1,592,155
1,593,155
1,594,155
1,595,155
1,596,155
1,597,155
1,598,155
1,599,155
1,600,155
1,601,155
1,602,154
1,603,154
1,604,153
1,605,153
1,606,153
1,607,153
1,608,153
1,609,153
1,610,153
1,611,153
1,612,153
1,613,153
1,614,153
1,615,153
1,616,153
1,617,153
1,618,153
1,619,153
1,620,153
1,621,153
1,622,153
1,623,153
1,624,153
1,625,153
1,626,153
1,627,153
1,628,153
1,629,153
1,630,153
1,631,153
1,632,153
1,633,152
1,634,152
1,635,152
1,636,152
1,637,152
1,638,152
1,639,152
1,640,152
1,641,152
1,642,195
1,643,194
1,644,331
1,645,295
1,646,345
1,647,160
1,648,106
1,649,106
1,650,106
1,651,106
1,652,105
1,653,105
1,654,105
1,655,105
1,656,105
1,657,105
1,658,105
1,659,105
1,660,105
1,661,105
1,662,105
1,663,105
1,664,105
1,665,105
1,666,105
1,667,105
1,668,105
1,669,105
1,670,105
1,671,105
1,672,100
1,673,100
1,674,74
1,675,69
1,676,105
1,677,221
1,678,273
1,679,183
1,680,183
1,681,183
1,682,183
1,683,183
1,684,183
1,685,183
1,686,183
1,687,183
1,688,183
1,689,183
1,690,183
1,691,183
1,692,182
1,693,180
1,694,180
1,695,180
1,696,179
1,697,178
1,698,178
1,699,177
1,700,177
1,701,178
1,702,178
1,703,175
1,704,174
1,705,173
1,706,173
1,707,172
1,708,171
1,709,170
1,710,170
1,711,170
1,712,170
1,713,170
1,714,170
1,715,170
1,716,170
1,717,168
1,718,167
1,719,167
1,720,166
1,721,165
1,722,165
1,723,165
1,724,164
1,725,164
1,726,163
1,727,163
1,728,137
1,729,90
1,730,674
1,731,675
1,732,942
1,733,460
1,734,312
1,735,312
1,736,312
1,737,312
1,738,312
1,739,312
1,740,312
1,741,312
1,742,312
1,743,312
1,744,312
1,745,312
1,746,312
1,747,312
1,748,312
1,749,312
1,750,312
1,751,312
